epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,1900.85,0.37219,0.37906,0.27258,0.94984,0.99769,1,0.995,0.89186,0.99769,1,0.995,0.93052,0.58563,0.22076,0.38535,0.81932,0.0006734,0.0006734,0.0006734
136,1914.72,0.3639,0.39725,0.2548,0.94538,0.99755,1,0.995,0.90009,0.99755,1,0.995,0.9572,0.56106,0.22339,0.35489,0.76119,0.0006635,0.0006635,0.0006635
137,1928.29,0.36533,0.42625,0.25576,0.94609,0.99752,1,0.995,0.92782,0.99752,1,0.995,0.96178,0.52069,0.22751,0.421,0.70231,0.0006536,0.0006536,0.0006536
138,1942.07,0.38133,0.41548,0.26805,0.94337,0.99755,1,0.995,0.89403,0.99755,1,0.995,0.94491,0.53649,0.22808,0.37145,0.71214,0.0006437,0.0006437,0.0006437
139,1955.87,0.36162,0.39716,0.25782,0.938,0.99766,1,0.995,0.91817,0.99766,1,0.995,0.9263,0.48515,0.23918,0.30252,0.70557,0.0006338,0.0006338,0.0006338
140,1969.71,0.37205,0.38313,0.26628,0.94463,0.99768,1,0.995,0.9256,0.99768,1,0.995,0.9691,0.49553,0.22144,0.30974,0.69693,0.0006239,0.0006239,0.0006239
141,1983.42,0.36768,0.39047,0.25974,0.93046,0.99769,1,0.995,0.9125,0.99769,1,0.995,0.94255,0.52029,0.22202,0.30024,0.72527,0.000614,0.000614,0.000614
142,1997.43,0.36794,0.40054,0.26717,0.94636,0.99768,1,0.995,0.93699,0.99768,1,0.995,0.939,0.4571,0.22888,0.26432,0.68661,0.0006041,0.0006041,0.0006041
143,2012.3,0.35635,0.39655,0.25305,0.92314,0.99774,1,0.995,0.90156,0.99774,1,0.995,0.93538,0.4951,0.22934,0.30174,0.79453,0.0005942,0.0005942,0.0005942
144,2026.96,0.35559,0.40091,0.25087,0.92585,0.99767,1,0.995,0.88714,0.99767,1,0.995,0.9603,0.53437,0.22682,0.32945,0.78445,0.0005843,0.0005843,0.0005843
145,2041.59,0.35411,0.3993,0.24083,0.93013,0.99772,1,0.995,0.92531,0.99772,1,0.995,0.94434,0.49527,0.23174,0.32364,0.72727,0.0005744,0.0005744,0.0005744
146,2056.32,0.3634,0.38427,0.24932,0.92936,0.9977,1,0.995,0.92935,0.9977,1,0.995,0.96117,0.46681,0.22739,0.29934,0.70369,0.0005645,0.0005645,0.0005645
147,2071.22,0.34632,0.38805,0.23895,0.92713,0.99771,1,0.995,0.9268,0.99771,1,0.995,0.96219,0.53066,0.22671,0.32798,0.72585,0.0005546,0.0005546,0.0005546
148,2085.9,0.33677,0.37355,0.24297,0.92038,0.99772,1,0.995,0.93159,0.99772,1,0.995,0.96667,0.5046,0.22202,0.32121,0.68975,0.0005447,0.0005447,0.0005447
149,2100.83,0.34548,0.36745,0.22961,0.91797,0.99772,1,0.995,0.93508,0.99772,1,0.995,0.96774,0.4713,0.2211,0.32095,0.69731,0.0005348,0.0005348,0.0005348
150,2115.61,0.34947,0.35959,0.23836,0.92235,0.99769,1,0.995,0.90952,0.99769,1,0.995,0.94623,0.52713,0.22453,0.32917,0.74996,0.0005249,0.0005249,0.0005249
151,2130.63,0.34295,0.34258,0.25393,0.92111,0.99767,1,0.995,0.90751,0.99767,1,0.995,0.93613,0.49495,0.2219,0.28439,0.78575,0.000515,0.000515,0.000515
152,2145.41,0.3308,0.36597,0.22927,0.91238,0.99775,1,0.995,0.92533,0.99775,1,0.995,0.95179,0.4611,0.22808,0.28655,0.66285,0.0005051,0.0005051,0.0005051
153,2160.31,0.35176,0.40504,0.24102,0.92724,0.99774,1,0.995,0.91796,0.99774,1,0.995,0.97311,0.51165,0.22671,0.30568,0.70239,0.0004952,0.0004952,0.0004952
154,2175.14,0.36901,0.38012,0.26317,0.94156,0.99772,1,0.995,0.87842,0.99772,1,0.995,0.95008,0.59754,0.21984,0.35678,0.80425,0.0004853,0.0004853,0.0004853
155,2189.81,0.34463,0.38457,0.23633,0.91873,0.99772,1,0.995,0.92551,0.99772,1,0.995,0.9706,0.47014,0.23106,0.30344,0.66276,0.0004754,0.0004754,0.0004754
156,2204.38,0.3312,0.35612,0.23002,0.91995,0.99772,1,0.995,0.916,0.99772,1,0.995,0.95583,0.50407,0.22568,0.34004,0.67099,0.0004655,0.0004655,0.0004655
157,2219.06,0.3448,0.34411,0.24565,0.91694,0.9977,1,0.995,0.89491,0.9977,1,0.995,0.95776,0.51139,0.22991,0.33942,0.70145,0.0004556,0.0004556,0.0004556
158,2233.67,0.33398,0.37782,0.223,0.926,0.99775,1,0.995,0.92583,0.99775,1,0.995,0.95948,0.47524,0.22694,0.31682,0.67748,0.0004457,0.0004457,0.0004457
159,2248.53,0.32915,0.34961,0.22996,0.91832,0.99773,1,0.995,0.91489,0.99773,1,0.995,0.95002,0.48401,0.22602,0.32888,0.67885,0.0004358,0.0004358,0.0004358
160,2263.55,0.33174,0.39001,0.2351,0.91857,0.99761,1,0.995,0.9023,0.99761,1,0.995,0.94744,0.49051,0.22099,0.30637,0.68279,0.0004259,0.0004259,0.0004259
161,2278.29,0.3132,0.36765,0.23613,0.91283,0.99771,1,0.995,0.93897,0.99771,1,0.995,0.94198,0.44454,0.21893,0.29119,0.66583,0.000416,0.000416,0.000416
162,2292.99,0.33998,0.36531,0.23279,0.92131,0.9977,1,0.995,0.92586,0.9977,1,0.995,0.93968,0.44693,0.22213,0.29813,0.65637,0.0004061,0.0004061,0.0004061
163,2307.79,0.33655,0.39115,0.22917,0.90768,0.99771,1,0.995,0.91376,0.99771,1,0.995,0.95997,0.47752,0.21927,0.32295,0.66539,0.0003962,0.0003962,0.0003962
164,2322.72,0.34044,0.38317,0.23184,0.93965,0.99766,1,0.995,0.91479,0.99766,1,0.995,0.95932,0.46792,0.22293,0.29596,0.65808,0.0003863,0.0003863,0.0003863
165,2337.54,0.3316,0.38442,0.23119,0.92864,0.99769,1,0.995,0.92363,0.99769,1,0.995,0.96472,0.48166,0.22133,0.27922,0.66132,0.0003764,0.0003764,0.0003764
166,2352.14,0.33082,0.37184,0.24026,0.91796,0.99768,1,0.995,0.92532,0.99768,1,0.995,0.95118,0.44555,0.22121,0.28936,0.64891,0.0003665,0.0003665,0.0003665
167,2366.79,0.32657,0.3731,0.24465,0.92723,0.99759,1,0.995,0.91405,0.99759,1,0.995,0.94089,0.46337,0.22305,0.29885,0.67007,0.0003566,0.0003566,0.0003566
168,2381.62,0.34125,0.38914,0.23791,0.92636,0.99766,1,0.995,0.92204,0.99766,1,0.995,0.95371,0.4701,0.22305,0.2968,0.66056,0.0003467,0.0003467,0.0003467
169,2396.31,0.324,0.36111,0.22561,0.91036,0.99761,1,0.995,0.91972,0.99761,1,0.995,0.96915,0.49995,0.22202,0.30402,0.66473,0.0003368,0.0003368,0.0003368
170,2411.07,0.34087,0.40067,0.23884,0.92864,0.99764,1,0.995,0.9242,0.99764,1,0.995,0.94425,0.4648,0.21824,0.30625,0.66692,0.0003269,0.0003269,0.0003269
171,2425.71,0.30481,0.34149,0.21661,0.89747,0.99771,1,0.995,0.93154,0.99771,1,0.995,0.95668,0.43335,0.21378,0.27372,0.63983,0.000317,0.000317,0.000317
172,2440.61,0.32197,0.38068,0.2269,0.92358,0.99769,1,0.995,0.94005,0.99769,1,0.995,0.94551,0.42894,0.21824,0.29354,0.63515,0.0003071,0.0003071,0.0003071
173,2455.24,0.31593,0.34671,0.20861,0.90984,0.99772,1,0.995,0.94015,0.99772,1,0.995,0.95036,0.43591,0.22053,0.29955,0.65707,0.0002972,0.0002972,0.0002972
174,2470.05,0.30198,0.3357,0.21022,0.90295,0.99771,1,0.995,0.9246,0.99771,1,0.995,0.9497,0.43817,0.23083,0.29198,0.65073,0.0002873,0.0002873,0.0002873
175,2484.78,0.32852,0.40628,0.23937,0.91432,0.99764,1,0.995,0.9266,0.99764,1,0.995,0.94162,0.44646,0.22991,0.2878,0.65935,0.0002774,0.0002774,0.0002774
176,2499.63,0.32215,0.38135,0.22648,0.90517,0.99766,1,0.995,0.92674,0.99766,1,0.995,0.94821,0.44487,0.22602,0.29365,0.64728,0.0002675,0.0002675,0.0002675
177,2514.41,0.32179,0.36997,0.22657,0.91638,0.9977,1,0.995,0.93262,0.9977,1,0.995,0.95979,0.4226,0.22282,0.29088,0.64445,0.0002576,0.0002576,0.0002576
178,2529.16,0.32757,0.39324,0.24128,0.91002,0.9977,1,0.995,0.92685,0.9977,1,0.995,0.95463,0.43066,0.22041,0.29221,0.65959,0.0002477,0.0002477,0.0002477
179,2544.09,0.31595,0.35231,0.21391,0.91493,0.99758,1,0.995,0.9291,0.99758,1,0.995,0.9529,0.44584,0.21996,0.27408,0.65378,0.0002378,0.0002378,0.0002378
180,2558.75,0.31667,0.35049,0.2175,0.90178,0.99756,1,0.995,0.92663,0.99756,1,0.995,0.96252,0.4458,0.21778,0.28256,0.6598,0.0002279,0.0002279,0.0002279
181,2573.48,0.30884,0.38446,0.21884,0.90222,0.99767,1,0.995,0.93168,0.99767,1,0.995,0.96654,0.45367,0.21652,0.27505,0.64638,0.000218,0.000218,0.000218
182,2588.19,0.31653,0.37547,0.22478,0.90566,0.99768,1,0.995,0.93557,0.99768,1,0.995,0.9739,0.45149,0.21503,0.27926,0.64573,0.0002081,0.0002081,0.0002081
183,2602.92,0.29964,0.35757,0.21435,0.89073,0.99769,1,0.995,0.93471,0.99769,1,0.995,0.96434,0.45479,0.21973,0.25862,0.64288,0.0001982,0.0001982,0.0001982
184,2617.84,0.29147,0.36239,0.19896,0.89055,0.99767,1,0.995,0.92577,0.99767,1,0.995,0.96105,0.47968,0.22053,0.28827,0.67556,0.0001883,0.0001883,0.0001883
185,2632.45,0.32637,0.37221,0.22028,0.92275,0.99769,1,0.995,0.92597,0.99769,1,0.995,0.95994,0.45743,0.22087,0.28732,0.6647,0.0001784,0.0001784,0.0001784
186,2647.2,0.32747,0.38231,0.22332,0.91097,0.99765,1,0.995,0.93705,0.99765,1,0.995,0.95233,0.43298,0.22373,0.28406,0.65783,0.0001685,0.0001685,0.0001685
187,2661.96,0.30611,0.35732,0.20937,0.90062,0.99762,1,0.995,0.93083,0.99762,1,0.995,0.97009,0.46894,0.22041,0.28089,0.68806,0.0001586,0.0001586,0.0001586
188,2676.66,0.30486,0.35541,0.21076,0.90455,0.99759,1,0.995,0.93446,0.99759,1,0.995,0.97263,0.42981,0.21904,0.29029,0.6602,0.0001487,0.0001487,0.0001487
189,2691.44,0.31417,0.37581,0.22085,0.90375,0.99762,1,0.995,0.94191,0.99762,1,0.995,0.97299,0.42247,0.21961,0.30784,0.66327,0.0001388,0.0001388,0.0001388
190,2706.26,0.27756,0.32892,0.20025,0.88562,0.9976,1,0.995,0.93159,0.9976,1,0.995,0.97104,0.42382,0.2179,0.31028,0.65505,0.0001289,0.0001289,0.0001289
191,2720.63,0.37711,0.27578,0.2936,0.92939,0.99765,1,0.995,0.93142,0.99765,1,0.995,0.96208,0.47574,0.22053,0.29743,0.68914,0.000119,0.000119,0.000119
192,2734.85,0.37528,0.26034,0.25652,0.9039,0.9977,1,0.995,0.93063,0.9977,1,0.995,0.96114,0.41942,0.22133,0.2766,0.66303,0.0001091,0.0001091,0.0001091
193,2748.99,0.36827,0.26835,0.25306,0.90292,0.99772,1,0.995,0.93146,0.99772,1,0.995,0.96199,0.44401,0.22053,0.27194,0.66537,9.92e-05,9.92e-05,9.92e-05
194,2763.32,0.33294,0.23578,0.2269,0.86609,0.99772,1,0.995,0.92575,0.99772,1,0.995,0.96268,0.42594,0.22041,0.2685,0.65651,8.93e-05,8.93e-05,8.93e-05
195,2777.24,0.33936,0.25841,0.23183,0.86208,0.99776,1,0.995,0.93887,0.99776,1,0.995,0.95496,0.4197,0.2203,0.25081,0.65554,7.94e-05,7.94e-05,7.94e-05
196,2791.37,0.34008,0.252,0.23002,0.87187,0.99775,1,0.995,0.93887,0.99775,1,0.995,0.95496,0.41225,0.22076,0.24735,0.64668,6.95e-05,6.95e-05,6.95e-05
197,2805.59,0.32233,0.24644,0.2221,0.8764,0.99772,1,0.995,0.93947,0.99772,1,0.995,0.95961,0.41137,0.2203,0.23461,0.64421,5.96e-05,5.96e-05,5.96e-05
198,2819.49,0.32887,0.243,0.22346,0.87283,0.99769,1,0.995,0.92603,0.99769,1,0.995,0.95595,0.41281,0.22007,0.23324,0.64433,4.97e-05,4.97e-05,4.97e-05
199,2833.71,0.32097,0.23558,0.21895,0.85312,0.99771,1,0.995,0.92633,0.99771,1,0.995,0.95627,0.41427,0.21984,0.24467,0.64518,3.98e-05,3.98e-05,3.98e-05
200,2847.99,0.30708,0.24143,0.2103,0.86983,0.9977,1,0.995,0.9265,0.9977,1,0.995,0.95645,0.41,0.21996,0.23486,0.64118,2.99e-05,2.99e-05,2.99e-05
